#RA DEC ID
83.81787306 -5.55913111 792
83.81812389 -5.26061806 793
83.81803611 -5.29578111 794
83.81797389 -5.34034806 795
83.81792611 -5.34557000 796
83.81828000 -5.36405694 797
83.81803000 -5.37263000 798
83.81813306 -5.38029611 799
83.81826111 -5.40090194 800
83.81827000 -5.41032389 801
83.81820306 -5.41936500 802
83.81816694 -5.49241694 803
83.81862806 -5.33115000 804
83.81842194 -5.37004000 805
83.81873889 -5.37641389 806
83.81871111 -5.38236889 807
83.81866194 -5.38967889 808
83.81890000 -5.29653000 809
83.81900111 -5.34844194 810
83.81913306 -5.35430500 811
83.81912000 -5.40165306 812
83.81911000 -5.42161694 813
83.81892389 -5.44296806 814
83.81930611 -5.28987889 815
83.81923694 -5.32656889 816
83.81931000 -5.35861000 817
83.81936194 -5.37805611 818
83.81928611 -5.38778500 819
83.81936000 -5.54651000 820
83.81983694 -5.28787000 821
83.81973806 -5.33887111 822
83.81985889 -5.36624500 823
83.81975694 -5.37533694 824
83.81982000 -5.38788500 825
83.81989000 -5.39112194 826
83.81989000 -5.40115889 827
83.81979111 -5.47701611 828
83.82000389 -5.28152194 829
83.82004000 -5.31697111 830
83.82040500 -5.37289000 831
83.82034000 -5.38528694 832
83.82009000 -5.39506694 833
83.82038306 -5.51543000 834
83.82055111 -5.28416500 835
83.82051500 -5.31140889 836
83.82069694 -5.32959194 837
83.82067389 -5.34995611 838
83.82072000 -5.35818000 839
83.82055889 -5.36937889 840
83.82061389 -5.37237611 841
83.82051389 -5.37644611 842
83.82074306 -5.38012306 843
83.82076306 -5.38358389 844
83.82082000 -5.38413000 845
83.82078000 -5.39363306 846
83.82064000 -5.42975000 847
83.82053306 -5.45244806 848
83.82079111 -5.54611806 849
83.82098000 -5.26237000 850
83.82094611 -5.33665306 851
83.82113194 -5.35652111 852
83.82088806 -5.37583111 853
83.82113000 -5.39277889 854
83.82111000 -5.39437000 855
83.82113500 -5.48283889 856
83.82133806 -5.30188500 857
83.82137306 -5.30382306 858
83.82146806 -5.31693389 859
83.82137389 -5.35818111 860
83.82134500 -5.38056500 861
83.82136500 -5.41631306 862
83.82152111 -5.44599500 863
83.82182000 -5.34101000 864
83.82178000 -5.35147000 865
83.82177806 -5.35879694 866
83.82182000 -5.35974194 867
83.82192694 -5.38793000 868
83.82199500 -5.40671889 869
83.82240389 -5.33744111 870
83.82215806 -5.34758000 871
83.82232806 -5.35496500 872
83.82247889 -5.36766889 873
83.82223611 -5.37255111 874
83.82233806 -5.37660389 875
83.82220000 -5.37785000 876
83.82241111 -5.37936111 877
83.82241306 -5.38468111 878
83.82243500 -5.40007000 879
83.82239389 -5.42910306 880
83.82240389 -5.51288806 881
83.82260000 -5.28239194 882
83.82285306 -5.38091889 883
83.82280000 -5.38917611 884
83.82258889 -5.39490694 885
83.82250694 -5.40387500 886
83.82285500 -5.40481000 887
83.82268111 -5.50699500 888
83.82263306 -5.53793611 889
83.82305500 -5.29451806 890
83.82291694 -5.30625111 891
83.82321306 -5.30898389 892
83.82311611 -5.32476889 893
83.82295000 -5.34369111 894
83.82295306 -5.35170194 895
83.82314500 -5.36263806 896
83.82311611 -5.36671500 897
83.82319694 -5.38244000 898
83.82320000 -5.39018389 899
83.82315111 -5.42855000 900
83.82340389 -5.36494111 901
83.82357306 -5.36885389 902
83.82340389 -5.37011306 903
83.82371000 -5.37593000 904
83.82354000 -5.38103000 905
83.82373611 -5.53389500 906
83.82403000 -5.32455000 907
83.82400306 -5.37523889 908
83.82389611 -5.38745000 909
83.82398000 -5.38892000 910
83.82405000 -5.39515806 911
83.82412111 -5.39560500 912
83.82375500 -5.41503000 913
83.82457889 -5.30985194 914
83.82452889 -5.31211000 915
83.82439306 -5.34833306 916
83.82454306 -5.36484806 917
83.82451111 -5.36746000 918
83.82431500 -5.37210194 919
83.82447694 -5.38419111 920
83.82428889 -5.38765806 921
83.82426000 -5.38933000 922
83.82428611 -5.40849806 923
83.82425306 -5.41141500 924
83.82453000 -5.51147000 925
83.82470000 -5.25914000 926
83.82498389 -5.26080611 927
